comm_id,client_pin,comm_date,comm_type,channel,offer_id,success
h-01004,30051,2026-03-20,push_credit,push,CC_LIMIT,0
h-01005,30052,2025-01-27,push_cashback,push,CASHBACK_5,0
h-01006,30052,2025-02-22,sms_cashback,sms,CASHBACK_5,1
h-01007,30052,2025-03-10,call_collect,call,COLLECT_01,0
h-01008,30052,2025-03-27,sms_refinance,sms,REFIN_12,0
h-01009,30052,2025-04-16,push_credit,push,CC_LIMIT,0
h-01010,30052,2025-05-11,push_cashback,push,CASHBACK_5,0
h-01011,30052,2025-06-06,push_service,push,PUSH_ON,0
h-01012,30052,2025-06-15,sms_refinance,sms,REFIN_12,0
h-01013,30052,2025-06-27,sms_cashback,sms,CASHBACK_5,0
h-01014,30052,2025-07-12,sms_refinance,sms,REFIN_12,0
h-01015,30052,2025-08-02,push_service,push,PUSH_ON,1
h-01016,30052,2025-08-24,push_service,push,PUSH_ON,0
h-01017,30052,2025-09-01,call_collect,call,COLLECT_01,0
h-01018,30052,2025-09-29,push_credit,push,CC_LIMIT,0
h-01019,30052,2025-10-20,sms_refinance,sms,REFIN_12,0
h-01020,30052,2025-11-11,email_cashback,email,CASHBACK_5,0
h-01021,30052,2025-11-28,push_service,push,PUSH_ON,1
h-01022,30052,2025-12-19,push_service,push,PUSH_ON,1
h-01023,30053,2025-01-15,call_collect,call,COLLECT_01,0
h-01024,30053,2025-02-11,call_collect,call,COLLECT_01,0
h-01025,30053,2025-02-19,push_credit,push,CC_LIMIT,0
h-01026,30053,2025-03-19,push_cashback,push,CASHBACK_5,0
h-01027,30053,2025-04-09,push_credit,push,CC_LIMIT,0
h-01028,30053,2025-05-06,call_collect,call,COLLECT_01,0
h-01029,30053,2025-05-31,push_service,push,PUSH_ON,0
h-01030,30053,2025-06-14,push_service,push,PUSH_ON,1
h-01031,30053,2025-06-22,push_credit,push,CC_LIMIT,1
h-01032,30053,2025-07-17,sms_cashback,sms,CASHBACK_5,0
h-01033,30053,2025-08-06,call_collect,call,COLLECT_01,0
h-01034,30053,2025-08-19,push_cashback,push,CASHBACK_5,0
h-01035,30053,2025-08-30,sms_refinance,sms,REFIN_12,0
h-01036,30053,2025-09-19,push_credit,push,CC_LIMIT,0
h-01037,30053,2025-10-08,push_service,push,PUSH_ON,1
h-01038,30053,2025-10-24,sms_refinance,sms,REFIN_12,0
h-01039,30053,2025-11-01,push_service,push,PUSH_ON,0
h-01040,30053,2025-11-21,push_cashback,push,CASHBACK_5,0
h-01041,30053,2025-12-15,push_service,push,PUSH_ON,0
h-01042,30053,2025-12-26,email_cashback,email,CASHBACK_5,0
h-01043,30053,2026-01-12,email_cashback,email,CASHBACK_5,1
h-01044,30053,2026-02-07,push_cashback,push,CASHBACK_5,0
h-01045,30053,2026-02-22,push_service,push,PUSH_ON,1
h-01046,30053,2026-03-14,call_collect,call,COLLECT_01,0
h-01047,30053,2026-03-23,push_credit,push,CC_LIMIT,0
h-01048,30054,2025-01-15,sms_cashback,sms,CASHBACK_5,0
h-01049,30054,2025-02-06,call_collect,call,COLLECT_01,0
h-01050,30054,2025-02-22,push_credit,push,CC_LIMIT,0
h-01051,30054,2025-03-05,push_service,push,PUSH_ON,0
h-01052,30054,2025-03-26,email_cashback,email,CASHBACK_5,0
h-01053,30054,2025-04-16,email_cashback,email,CASHBACK_5,0
h-01054,30054,2025-05-13,sms_cashback,sms,CASHBACK_5,0
h-01055,30054,2025-06-04,email_cashback,email,CASHBACK_5,0
h-01056,30054,2025-06-29,push_cashback,push,CASHBACK_5,0
h-01057,30054,2025-07-27,push_service,push,PUSH_ON,0
h-01058,30054,2025-08-17,push_service,push,PUSH_ON,0
h-01059,30054,2025-09-10,push_service,push,PUSH_ON,0
h-01060,30054,2025-09-20,sms_refinance,sms,REFIN_12,0
h-01061,30054,2025-10-01,call_collect,call,COLLECT_01,0
h-01062,30054,2025-10-29,push_service,push,PUSH_ON,1
h-01063,30054,2025-11-12,push_credit,push,CC_LIMIT,0
h-01064,30054,2025-11-26,push_cashback,push,CASHBACK_5,1
h-01065,30054,2025-12-08,sms_refinance,sms,REFIN_12,1
h-01066,30054,2026-01-05,push_cashback,push,CASHBACK_5,0
h-01067,30054,2026-01-28,email_cashback,email,CASHBACK_5,0
h-01068,30054,2026-02-22,sms_cashback,sms,CASHBACK_5,0
h-01069,30054,2026-03-07,push_credit,push,CC_LIMIT,1
h-01070,30054,2026-03-30,push_service,push,PUSH_ON,0
h-01071,30054,2026-04-07,email_cashback,email,CASHBACK_5,0
h-01072,30055,2025-01-19,sms_cashback,sms,CASHBACK_5,0
h-01073,30055,2025-02-05,call_collect,call,COLLECT_01,0
h-01074,30055,2025-03-04,call_collect,call,COLLECT_01,0
h-01075,30055,2025-03-31,call_collect,call,COLLECT_01,0
h-01076,30055,2025-04-12,sms_cashback,sms,CASHBACK_5,0
h-01077,30055,2025-05-03,email_cashback,email,CASHBACK_5,0
h-01078,30055,2025-05-21,call_collect,call,COLLECT_01,0
h-01079,30055,2025-06-14,push_service,push,PUSH_ON,1
h-01080,30055,2025-07-01,push_service,push,PUSH_ON,0
h-01081,30055,2025-07-20,push_cashback,push,CASHBACK_5,0
h-01082,30055,2025-08-01,push_service,push,PUSH_ON,0
h-01083,30055,2025-08-25,sms_cashback,sms,CASHBACK_5,0
h-01084,30055,2025-09-12,call_collect,call,COLLECT_01,0
h-01085,30055,2025-09-20,sms_refinance,sms,REFIN_12,0
h-01086,30055,2025-10-11,push_credit,push,CC_LIMIT,0
h-01087,30055,2025-10-19,push_credit,push,CC_LIMIT,0
h-01088,30055,2025-11-07,email_cashback,email,CASHBACK_5,0
h-01089,30055,2025-11-29,sms_refinance,sms,REFIN_12,0
h-01090,30055,2025-12-15,push_credit,push,CC_LIMIT,1
h-01091,30055,2025-12-25,email_cashback,email,CASHBACK_5,0
h-01092,30055,2026-01-21,email_cashback,email,CASHBACK_5,1
h-01093,30056,2025-01-31,push_cashback,push,CASHBACK_5,0
h-01094,30056,2025-02-27,push_credit,push,CC_LIMIT,0
h-01095,30056,2025-03-11,push_credit,push,CC_LIMIT,0
h-01096,30056,2025-03-21,push_service,push,PUSH_ON,0
h-01097,30056,2025-04-08,sms_refinance,sms,REFIN_12,0
h-01098,30056,2025-05-04,sms_cashback,sms,CASHBACK_5,0
h-01099,30056,2025-05-14,sms_refinance,sms,REFIN_12,0
h-01100,30056,2025-05-23,sms_cashback,sms,CASHBACK_5,0
h-01101,30056,2025-06-10,push_service,push,PUSH_ON,0
h-01102,30056,2025-06-30,call_collect,call,COLLECT_01,0
h-01103,30056,2025-07-24,push_cashback,push,CASHBACK_5,0
h-01104,30056,2025-08-16,push_service,push,PUSH_ON,1
h-01105,30056,2025-08-29,push_cashback,push,CASHBACK_5,1
h-01106,30056,2025-09-20,push_cashback,push,CASHBACK_5,0
h-01107,30056,2025-10-10,push_cashback,push,CASHBACK_5,0
h-01108,30056,2025-11-04,push_cashback,push,CASHBACK_5,0
h-01109,30056,2025-11-14,call_collect,call,COLLECT_01,1
h-01110,30056,2025-11-28,sms_cashback,sms,CASHBACK_5,0
h-01111,30057,2025-01-22,sms_refinance,sms,REFIN_12,0
h-01112,30057,2025-02-18,email_cashback,email,CASHBACK_5,0
h-01113,30057,2025-03-02,call_collect,call,COLLECT_01,0
h-01114,30057,2025-03-15,sms_cashback,sms,CASHBACK_5,1
h-01115,30057,2025-04-09,push_credit,push,CC_LIMIT,0
h-01116,30057,2025-05-06,push_credit,push,CC_LIMIT,0
h-01117,30057,2025-05-22,push_credit,push,CC_LIMIT,0
h-01118,30057,2025-06-14,push_service,push,PUSH_ON,1
h-01119,30057,2025-07-08,push_credit,push,CC_LIMIT,0
h-01120,30057,2025-07-16,sms_cashback,sms,CASHBACK_5,0
h-01121,30057,2025-07-29,sms_refinance,sms,REFIN_12,0
h-01122,30057,2025-08-22,push_credit,push,CC_LIMIT,1
h-01123,30057,2025-09-17,sms_cashback,sms,CASHBACK_5,0
h-01124,30057,2025-09-30,push_credit,push,CC_LIMIT,0
h-01125,30057,2025-10-20,call_collect,call,COLLECT_01,0
h-01126,30057,2025-10-30,push_service,push,PUSH_ON,0
h-01127,30057,2025-11-09,push_cashback,push,CASHBACK_5,0
h-01128,30057,2025-12-01,push_credit,push,CC_LIMIT,0
h-01129,30057,2025-12-27,sms_refinance,sms,REFIN_12,0
h-01130,30058,2025-01-16,push_cashback,push,CASHBACK_5,0
h-01131,30058,2025-02-08,call_collect,call,COLLECT_01,1
h-01132,30058,2025-02-17,push_cashback,push,CASHBACK_5,0
h-01133,30058,2025-03-10,push_service,push,PUSH_ON,0
h-01134,30058,2025-03-21,push_service,push,PUSH_ON,0
h-01135,30058,2025-04-18,sms_cashback,sms,CASHBACK_5,1
h-01136,30058,2025-04-27,sms_cashback,sms,CASHBACK_5,0
h-01137,30058,2025-05-10,push_cashback,push,CASHBACK_5,0
h-01138,30058,2025-05-18,sms_refinance,sms,REFIN_12,0
h-01139,30058,2025-05-27,sms_refinance,sms,REFIN_12,0
h-01140,30058,2025-06-14,sms_refinance,sms,REFIN_12,0
h-01141,30058,2025-06-26,email_cashback,email,CASHBACK_5,0
h-01142,30058,2025-07-15,sms_refinance,sms,REFIN_12,0
h-01143,30058,2025-07-23,push_cashback,push,CASHBACK_5,0
h-01144,30059,2025-01-21,email_cashback,email,CASHBACK_5,0
h-01145,30059,2025-02-18,push_service,push,PUSH_ON,1
h-01146,30059,2025-03-05,sms_cashback,sms,CASHBACK_5,0
h-01147,30059,2025-03-13,push_cashback,push,CASHBACK_5,0
h-01148,30059,2025-03-28,sms_refinance,sms,REFIN_12,0
h-01149,30059,2025-04-12,push_cashback,push,CASHBACK_5,0
h-01150,30059,2025-04-30,push_cashback,push,CASHBACK_5,0
h-01151,30059,2025-05-22,sms_cashback,sms,CASHBACK_5,0
h-01152,30059,2025-06-08,sms_cashback,sms,CASHBACK_5,0
h-01153,30059,2025-06-24,email_cashback,email,CASHBACK_5,0
h-01154,30059,2025-07-15,push_cashback,push,CASHBACK_5,0
h-01155,30059,2025-08-10,sms_cashback,sms,CASHBACK_5,0
h-01156,30060,2025-01-29,push_cashback,push,CASHBACK_5,1
h-01157,30060,2025-02-09,push_cashback,push,CASHBACK_5,1
h-01158,30060,2025-02-22,push_cashback,push,CASHBACK_5,1
h-01159,30060,2025-03-09,push_cashback,push,CASHBACK_5,0
h-01160,30060,2025-03-28,call_collect,call,COLLECT_01,0
h-01161,30060,2025-04-17,push_service,push,PUSH_ON,0
h-01162,30060,2025-05-06,email_cashback,email,CASHBACK_5,0
h-01163,30060,2025-05-30,sms_cashback,sms,CASHBACK_5,0
h-01164,30060,2025-06-15,push_service,push,PUSH_ON,0
h-01165,30060,2025-07-13,email_cashback,email,CASHBACK_5,0
h-01166,30060,2025-08-01,sms_cashback,sms,CASHBACK_5,0
h-01167,30060,2025-08-11,call_collect,call,COLLECT_01,1
h-01168,30060,2025-09-04,sms_refinance,sms,REFIN_12,0
h-01169,30060,2025-09-27,push_service,push,PUSH_ON,1
h-01170,30060,2025-10-23,sms_cashback,sms,CASHBACK_5,0
h-01171,30060,2025-11-01,email_cashback,email,CASHBACK_5,0
h-01172,30060,2025-11-11,sms_refinance,sms,REFIN_12,0
h-01173,30060,2025-12-05,call_collect,call,COLLECT_01,0
h-01174,30060,2025-12-13,push_cashback,push,CASHBACK_5,1
h-01175,30060,2026-01-01,sms_cashback,sms,CASHBACK_5,1
h-01176,30060,2026-01-09,push_cashback,push,CASHBACK_5,0
h-01177,30060,2026-01-17,call_collect,call,COLLECT_01,1
h-01178,30060,2026-02-05,push_credit,push,CC_LIMIT,0
h-01179,30061,2025-01-25,push_credit,push,CC_LIMIT,0
h-01180,30061,2025-02-14,call_collect,call,COLLECT_01,0
h-01181,30061,2025-03-03,push_cashback,push,CASHBACK_5,0
h-01182,30061,2025-03-24,push_cashback,push,CASHBACK_5,0
h-01183,30061,2025-04-08,push_cashback,push,CASHBACK_5,0
h-01184,30061,2025-04-21,email_cashback,email,CASHBACK_5,0
h-01185,30061,2025-05-14,sms_cashback,sms,CASHBACK_5,0
h-01186,30061,2025-06-06,push_service,push,PUSH_ON,0
h-01187,30061,2025-06-18,sms_cashback,sms,CASHBACK_5,0
h-01188,30061,2025-07-16,email_cashback,email,CASHBACK_5,0
h-01189,30061,2025-08-11,email_cashback,email,CASHBACK_5,0
h-01190,30061,2025-08-29,sms_cashback,sms,CASHBACK_5,0
h-01191,30061,2025-09-25,push_service,push,PUSH_ON,1
h-01192,30061,2025-10-22,sms_refinance,sms,REFIN_12,0
h-01193,30062,2025-01-17,sms_cashback,sms,CASHBACK_5,0
h-01194,30062,2025-02-13,push_service,push,PUSH_ON,0
h-01195,30062,2025-03-09,call_collect,call,COLLECT_01,0
h-01196,30062,2025-04-01,sms_refinance,sms,REFIN_12,0
h-01197,30062,2025-04-29,push_service,push,PUSH_ON,0
h-01198,30062,2025-05-15,call_collect,call,COLLECT_01,0
h-01199,30062,2025-05-26,push_credit,push,CC_LIMIT,0
h-01200,30062,2025-06-10,push_cashback,push,CASHBACK_5,1
h-01201,30062,2025-06-23,push_service,push,PUSH_ON,1
h-01202,30062,2025-07-05,sms_refinance,sms,REFIN_12,0
h-01203,30062,2025-07-16,call_collect,call,COLLECT_01,0
h-01204,30062,2025-08-03,sms_cashback,sms,CASHBACK_5,0
h-01205,30062,2025-08-17,push_credit,push,CC_LIMIT,0
h-01206,30062,2025-09-12,email_cashback,email,CASHBACK_5,0
h-01207,30062,2025-10-09,push_service,push,PUSH_ON,1
h-01208,30062,2025-11-03,email_cashback,email,CASHBACK_5,0
h-01209,30062,2025-11-16,push_service,push,PUSH_ON,0
h-01210,30062,2025-11-25,sms_cashback,sms,CASHBACK_5,0
h-01211,30062,2025-12-03,push_cashback,push,CASHBACK_5,0
h-01212,30062,2025-12-23,sms_cashback,sms,CASHBACK_5,0
h-01213,30062,2026-01-14,push_credit,push,CC_LIMIT,0
h-01214,30062,2026-02-10,push_service,push,PUSH_ON,1
h-01215,30062,2026-03-04,push_service,push,PUSH_ON,0
h-01216,30062,2026-03-17,call_collect,call,COLLECT_01,0
h-01217,30063,2025-01-26,email_cashback,email,CASHBACK_5,0
h-01218,30063,2025-02-22,call_collect,call,COLLECT_01,0
h-01219,30063,2025-03-08,email_cashback,email,CASHBACK_5,0
h-01220,30063,2025-04-04,push_credit,push,CC_LIMIT,0
h-01221,30063,2025-04-30,push_credit,push,CC_LIMIT,0
h-01222,30063,2025-05-17,push_service,push,PUSH_ON,0
h-01223,30063,2025-06-02,call_collect,call,COLLECT_01,0
h-01224,30063,2025-06-23,sms_refinance,sms,REFIN_12,0
h-01225,30063,2025-07-04,push_cashback,push,CASHBACK_5,1
h-01226,30063,2025-07-30,push_service,push,PUSH_ON,1
h-01227,30063,2025-08-08,push_service,push,PUSH_ON,1
h-01228,30063,2025-08-30,call_collect,call,COLLECT_01,0
h-01229,30063,2025-09-17,push_service,push,PUSH_ON,0
h-01230,30064,2025-02-02,push_service,push,PUSH_ON,1
h-01231,30064,2025-02-13,sms_cashback,sms,CASHBACK_5,0
h-01232,30064,2025-03-13,email_cashback,email,CASHBACK_5,0
h-01233,30064,2025-03-30,push_service,push,PUSH_ON,0
h-01234,30064,2025-04-25,push_credit,push,CC_LIMIT,0
h-01235,30064,2025-05-15,sms_cashback,sms,CASHBACK_5,1
h-01236,30064,2025-06-06,push_service,push,PUSH_ON,0
h-01237,30064,2025-06-15,push_cashback,push,CASHBACK_5,0
h-01238,30064,2025-07-05,sms_cashback,sms,CASHBACK_5,0
h-01239,30064,2025-07-20,sms_refinance,sms,REFIN_12,0
h-01240,30064,2025-08-17,push_credit,push,CC_LIMIT,0
h-01241,30064,2025-09-09,push_cashback,push,CASHBACK_5,1
h-01242,30064,2025-09-19,sms_refinance,sms,REFIN_12,0
h-01243,30064,2025-09-27,push_service,push,PUSH_ON,1
h-01244,30064,2025-10-08,push_cashback,push,CASHBACK_5,0
h-01245,30064,2025-10-29,call_collect,call,COLLECT_01,0
h-01246,30064,2025-11-17,push_credit,push,CC_LIMIT,0
h-01247,30064,2025-12-15,email_cashback,email,CASHBACK_5,0
h-01248,30064,2025-12-31,email_cashback,email,CASHBACK_5,0
h-01249,30064,2026-01-27,email_cashback,email,CASHBACK_5,0
h-01250,30065,2025-01-20,call_collect,call,COLLECT_01,0
h-01251,30065,2025-02-16,call_collect,call,COLLECT_01,0
h-01252,30065,2025-03-08,sms_cashback,sms,CASHBACK_5,0
h-01253,30065,2025-04-01,push_credit,push,CC_LIMIT,0
h-01254,30065,2025-04-24,sms_refinance,sms,REFIN_12,0
h-01255,30065,2025-05-06,push_credit,push,CC_LIMIT,0
h-01256,30065,2025-05-31,push_credit,push,CC_LIMIT,0
h-01257,30065,2025-06-18,sms_cashback,sms,CASHBACK_5,0
h-01258,30065,2025-07-01,push_service,push,PUSH_ON,1
h-01259,30065,2025-07-15,email_cashback,email,CASHBACK_5,0
h-01260,30065,2025-08-12,sms_cashback,sms,CASHBACK_5,0
h-01261,30065,2025-08-20,push_service,push,PUSH_ON,1
h-01262,30065,2025-09-01,push_cashback,push,CASHBACK_5,0
h-01263,30065,2025-09-18,sms_cashback,sms,CASHBACK_5,0
h-01264,30065,2025-10-15,call_collect,call,COLLECT_01,0
h-01265,30065,2025-11-10,push_service,push,PUSH_ON,0
h-01266,30065,2025-11-21,push_service,push,PUSH_ON,0
h-01267,30065,2025-12-02,sms_cashback,sms,CASHBACK_5,0
h-01268,30066,2025-02-02,call_collect,call,COLLECT_01,0
h-01269,30066,2025-02-20,call_collect,call,COLLECT_01,0
h-01270,30066,2025-03-15,sms_refinance,sms,REFIN_12,0
h-01271,30066,2025-04-06,sms_refinance,sms,REFIN_12,1
h-01272,30066,2025-04-24,push_credit,push,CC_LIMIT,0
h-01273,30066,2025-05-02,email_cashback,email,CASHBACK_5,0
h-01274,30066,2025-05-16,push_credit,push,CC_LIMIT,0
h-01275,30066,2025-05-25,push_service,push,PUSH_ON,1
h-01276,30066,2025-06-14,push_cashback,push,CASHBACK_5,0
h-01277,30066,2025-06-29,email_cashback,email,CASHBACK_5,0
h-01278,30066,2025-07-09,sms_cashback,sms,CASHBACK_5,0
h-01279,30066,2025-07-26,push_cashback,push,CASHBACK_5,0
h-01280,30066,2025-08-16,sms_cashback,sms,CASHBACK_5,0
h-01281,30067,2025-01-17,email_cashback,email,CASHBACK_5,0
h-01282,30067,2025-01-27,email_cashback,email,CASHBACK_5,0
h-01283,30067,2025-02-18,call_collect,call,COLLECT_01,0
h-01284,30067,2025-03-12,sms_refinance,sms,REFIN_12,0
h-01285,30067,2025-04-09,call_collect,call,COLLECT_01,0
h-01286,30067,2025-04-17,push_service,push,PUSH_ON,0
h-01287,30067,2025-04-30,sms_refinance,sms,REFIN_12,0
h-01288,30067,2025-05-08,push_cashback,push,CASHBACK_5,0
h-01289,30067,2025-05-19,push_credit,push,CC_LIMIT,0
h-01290,30067,2025-06-07,push_cashback,push,CASHBACK_5,0
h-01291,30067,2025-06-23,push_service,push,PUSH_ON,0
h-01292,30067,2025-07-14,push_credit,push,CC_LIMIT,0
h-01293,30067,2025-07-28,sms_refinance,sms,REFIN_12,0
h-01294,30067,2025-08-20,call_collect,call,COLLECT_01,0
h-01295,30068,2025-02-02,sms_refinance,sms,REFIN_12,0
h-01296,30068,2025-02-14,email_cashback,email,CASHBACK_5,0
h-01297,30068,2025-03-14,sms_cashback,sms,CASHBACK_5,0
h-01298,30068,2025-04-04,push_credit,push,CC_LIMIT,0
h-01299,30068,2025-04-27,sms_refinance,sms,REFIN_12,0
h-01300,30068,2025-05-13,push_cashback,push,CASHBACK_5,0
h-01301,30068,2025-05-31,push_service,push,PUSH_ON,0
h-01302,30068,2025-06-10,push_service,push,PUSH_ON,0
h-01303,30068,2025-06-23,push_cashback,push,CASHBACK_5,1
h-01304,30068,2025-07-11,email_cashback,email,CASHBACK_5,0
h-01305,30068,2025-07-23,call_collect,call,COLLECT_01,0
h-01306,30068,2025-08-04,sms_cashback,sms,CASHBACK_5,0
h-01307,30068,2025-08-26,push_service,push,PUSH_ON,1
h-01308,30068,2025-09-10,push_service,push,PUSH_ON,1
h-01309,30068,2025-09-21,call_collect,call,COLLECT_01,0
h-01310,30069,2025-01-29,sms_refinance,sms,REFIN_12,0
h-01311,30069,2025-02-17,push_service,push,PUSH_ON,0
h-01312,30069,2025-03-12,push_cashback,push,CASHBACK_5,0
h-01313,30069,2025-03-27,push_service,push,PUSH_ON,1
h-01314,30069,2025-04-16,push_cashback,push,CASHBACK_5,1
h-01315,30069,2025-05-11,push_service,push,PUSH_ON,1
h-01316,30069,2025-05-29,push_service,push,PUSH_ON,1
h-01317,30069,2025-06-06,sms_cashback,sms,CASHBACK_5,0
h-01318,30069,2025-06-16,email_cashback,email,CASHBACK_5,0
h-01319,30069,2025-07-04,push_cashback,push,CASHBACK_5,1
h-01320,30069,2025-07-28,sms_refinance,sms,REFIN_12,0
h-01321,30069,2025-08-22,push_service,push,PUSH_ON,0
h-01322,30069,2025-09-10,email_cashback,email,CASHBACK_5,1
h-01323,30069,2025-10-04,sms_cashback,sms,CASHBACK_5,0
h-01324,30069,2025-10-21,sms_cashback,sms,CASHBACK_5,0
h-01325,30069,2025-11-01,push_cashback,push,CASHBACK_5,1
h-01326,30069,2025-11-10,sms_cashback,sms,CASHBACK_5,0
h-01327,30069,2025-12-06,call_collect,call,COLLECT_01,0
h-01328,30069,2025-12-21,push_credit,push,CC_LIMIT,1
h-01329,30070,2025-01-29,email_cashback,email,CASHBACK_5,0
h-01330,30070,2025-02-14,email_cashback,email,CASHBACK_5,0
h-01331,30070,2025-02-25,sms_cashback,sms,CASHBACK_5,0
h-01332,30070,2025-03-10,push_cashback,push,CASHBACK_5,1
h-01333,30070,2025-03-27,sms_cashback,sms,CASHBACK_5,0
h-01334,30070,2025-04-24,sms_refinance,sms,REFIN_12,0
h-01335,30070,2025-05-11,push_cashback,push,CASHBACK_5,0
h-01336,30070,2025-05-25,push_cashback,push,CASHBACK_5,0
h-01337,30070,2025-06-13,push_credit,push,CC_LIMIT,0
h-01338,30070,2025-06-22,push_cashback,push,CASHBACK_5,0
h-01339,30070,2025-07-15,call_collect,call,COLLECT_01,0
h-01340,30070,2025-08-10,push_service,push,PUSH_ON,1
h-01341,30070,2025-09-06,push_service,push,PUSH_ON,0
h-01342,30071,2025-01-17,push_credit,push,CC_LIMIT,0
h-01343,30071,2025-02-13,push_cashback,push,CASHBACK_5,0
h-01344,30071,2025-03-11,sms_refinance,sms,REFIN_12,0
h-01345,30071,2025-03-24,sms_cashback,sms,CASHBACK_5,1
h-01346,30071,2025-04-09,sms_cashback,sms,CASHBACK_5,0
h-01347,30071,2025-04-22,sms_refinance,sms,REFIN_12,0
h-01348,30071,2025-05-13,push_cashback,push,CASHBACK_5,1
h-01349,30071,2025-06-07,push_credit,push,CC_LIMIT,0
h-01350,30071,2025-06-30,push_cashback,push,CASHBACK_5,0
h-01351,30071,2025-07-11,sms_refinance,sms,REFIN_12,0
h-01352,30071,2025-08-07,push_service,push,PUSH_ON,0
h-01353,30071,2025-09-01,email_cashback,email,CASHBACK_5,0
h-01354,30071,2025-09-22,push_cashback,push,CASHBACK_5,0
h-01355,30072,2025-01-30,email_cashback,email,CASHBACK_5,0
h-01356,30072,2025-02-25,email_cashback,email,CASHBACK_5,0
h-01357,30072,2025-03-21,email_cashback,email,CASHBACK_5,0
h-01358,30072,2025-04-18,email_cashback,email,CASHBACK_5,0
h-01359,30072,2025-04-30,push_service,push,PUSH_ON,1
h-01360,30072,2025-05-27,push_cashback,push,CASHBACK_5,0
h-01361,30072,2025-06-23,push_cashback,push,CASHBACK_5,0
h-01362,30072,2025-07-03,push_cashback,push,CASHBACK_5,0
h-01363,30072,2025-07-29,push_service,push,PUSH_ON,0
h-01364,30072,2025-08-11,sms_refinance,sms,REFIN_12,0
h-01365,30072,2025-08-28,push_cashback,push,CASHBACK_5,0
h-01366,30072,2025-09-20,email_cashback,email,CASHBACK_5,0
h-01367,30072,2025-10-07,call_collect,call,COLLECT_01,0
h-01368,30072,2025-10-28,push_service,push,PUSH_ON,0
h-01369,30072,2025-11-19,sms_refinance,sms,REFIN_12,1
h-01370,30072,2025-12-14,push_credit,push,CC_LIMIT,0
h-01371,30072,2026-01-01,push_service,push,PUSH_ON,0
h-01372,30072,2026-01-18,push_cashback,push,CASHBACK_5,0
h-01373,30073,2025-01-15,push_cashback,push,CASHBACK_5,0
h-01374,30073,2025-01-27,push_credit,push,CC_LIMIT,1
h-01375,30073,2025-02-19,push_cashback,push,CASHBACK_5,1
h-01376,30073,2025-03-04,call_collect,call,COLLECT_01,0
h-01377,30073,2025-03-23,call_collect,call,COLLECT_01,1
h-01378,30073,2025-04-15,push_credit,push,CC_LIMIT,0
h-01379,30073,2025-05-11,sms_refinance,sms,REFIN_12,0
h-01380,30073,2025-06-03,sms_cashback,sms,CASHBACK_5,0
h-01381,30073,2025-07-01,push_credit,push,CC_LIMIT,1
h-01382,30073,2025-07-21,push_service,push,PUSH_ON,1
h-01383,30073,2025-08-02,sms_refinance,sms,REFIN_12,0
h-01384,30073,2025-08-12,email_cashback,email,CASHBACK_5,0
h-01385,30073,2025-08-24,email_cashback,email,CASHBACK_5,0
h-01386,30073,2025-09-11,push_service,push,PUSH_ON,0
h-01387,30073,2025-09-21,push_cashback,push,CASHBACK_5,1
h-01388,30073,2025-10-04,push_service,push,PUSH_ON,1
h-01389,30073,2025-10-30,push_cashback,push,CASHBACK_5,0
h-01390,30073,2025-11-07,push_cashback,push,CASHBACK_5,0
h-01391,30073,2025-12-01,push_credit,push,CC_LIMIT,0
h-01392,30073,2025-12-29,call_collect,call,COLLECT_01,0
h-01393,30073,2026-01-10,push_credit,push,CC_LIMIT,0
h-01394,30073,2026-02-03,call_collect,call,COLLECT_01,0
h-01395,30073,2026-03-01,sms_cashback,sms,CASHBACK_5,1
h-01396,30073,2026-03-16,push_cashback,push,CASHBACK_5,0
h-01397,30073,2026-04-02,email_cashback,email,CASHBACK_5,0
h-01398,30073,2026-04-26,sms_cashback,sms,CASHBACK_5,0
h-01399,30073,2026-05-17,push_service,push,PUSH_ON,1
h-01400,30074,2025-02-01,email_cashback,email,CASHBACK_5,0
h-01401,30074,2025-02-14,sms_cashback,sms,CASHBACK_5,1
h-01402,30074,2025-02-24,push_credit,push,CC_LIMIT,1
h-01403,30074,2025-03-24,sms_cashback,sms,CASHBACK_5,0
h-01404,30074,2025-04-18,push_service,push,PUSH_ON,1
h-01405,30074,2025-05-05,push_service,push,PUSH_ON,0
h-01406,30074,2025-05-29,sms_cashback,sms,CASHBACK_5,0
h-01407,30074,2025-06-08,push_cashback,push,CASHBACK_5,1
h-01408,30074,2025-06-18,push_credit,push,CC_LIMIT,0
h-01409,30074,2025-06-29,push_service,push,PUSH_ON,0
h-01410,30074,2025-07-08,email_cashback,email,CASHBACK_5,0
h-01411,30074,2025-07-26,sms_refinance,sms,REFIN_12,0
h-01412,30074,2025-08-08,push_cashback,push,CASHBACK_5,0
h-01413,30074,2025-09-04,sms_refinance,sms,REFIN_12,0
h-01414,30074,2025-09-13,push_credit,push,CC_LIMIT,0
h-01415,30074,2025-10-04,push_cashback,push,CASHBACK_5,0
h-01416,30074,2025-10-29,push_service,push,PUSH_ON,1
h-01417,30074,2025-11-26,sms_cashback,sms,CASHBACK_5,0
h-01418,30074,2025-12-20,push_service,push,PUSH_ON,1
h-01419,30074,2026-01-11,push_credit,push,CC_LIMIT,0
h-01420,30074,2026-02-08,call_collect,call,COLLECT_01,0
h-01421,30074,2026-02-27,push_cashback,push,CASHBACK_5,1
h-01422,30074,2026-03-19,email_cashback,email,CASHBACK_5,1
